image_path,season,subcategory
data/raw/DeepArmocromia/train/winter/deep/monica bellucci 4.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/lizzo 4.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/5261.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/Sabrinee ferilli 3.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/lizzo 2.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/10762.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/chiara biasi 6.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/23774.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/22049.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/chiara biasi 4.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/14862.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/sandra-bullock 4.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/audrey coyne 1.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/lizzo 2.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/penelope cruz 4.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/14277.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/kylie genner 4.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/chiara biasi 4.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/SALMA HAYEK 1_0.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/salma-hayek 2.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/demi moore 1.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/audrey coyne 1.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/eva longoria 7.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/Sandra_Bullock_DARK WINTER.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/22086.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/4871.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/9156.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/18947.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/23642.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/19120.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/21925.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/monica bellucci 7.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/231.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/20527.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/9646.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/17751.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/maria-grazia-cucinotta 2.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/8379.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/12461.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/18791.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/7288.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/eva longoria 9.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/19467.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/27883.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/5557.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/21842.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/9657.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/1941.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/16319.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/Michelle YEOH DEEP WINTER.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/alexandria ocasio-cortez 4.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/20319.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/levante 2.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/4085.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/20342.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/levante 2.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/lupita nyong_o 8.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/LUCY LIU DEEP WINTER.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/SALMA HAYEK 2.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/20366.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/24151.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/11656.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/20897.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/29069.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/6019.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/16822.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/2940.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/monica bellucci 8.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/21379.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/7364.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/25396.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/salma-hayek 2.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/21925.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/9997.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/lupita nyong_o 10.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/24026.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/9699.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/maria-grazia-cucinotta 2.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/4352.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/5719.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/monica-bellucci 2.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/20897.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/19384.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/22774.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/12108.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/chiara biasi 5.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/20897.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/21173.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/15761.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/21379.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/lizzo 2.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/penelope cuz 10.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/victoria beckham2.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/kim kardashian 3.png,winter,deep_winter
"data/raw/DeepArmocromia/train/winter/deep/Monica_Bellucci,_DEEP WINTER.png",winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/8178.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/kylie genner 4.png,winter,deep_winter
data/raw/DeepArmocromia/train/winter/deep/23708.png,winter,deep_winter
data/raw/DeepArmocromia/train/spring/warm/8526.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/13546.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/28894.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi24.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/jessica chastain16.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/24433.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/8526.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/charlie hunnam- primavera warm.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/emma corrin2.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/29010.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/25625.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Lindssey Lohan 1.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi25.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nicole Kidman15.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/4177.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/19724.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/19196.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/15257.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/13568.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/13847.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/1515.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/jiulie andrews-PRIMAVERA WARM .png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/9656.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nicole Kidman10.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nikole Kidman 3.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/13546.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/14950.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nicole Kidman16.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/17993.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/29653.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Emma Stone7.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi25.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/2479.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/24433.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/emma corrin11.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/13080.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Noemi.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Miriam Leone9.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Cristiana Capotondi5.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Noemi3.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/20371.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/16950.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/27719.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/7653.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Noemi5.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/emma corrin7.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Miriam Leone4.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/10786.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Miriam Leone1.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/7928.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Noemi1.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Noemi2.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/damian lewis7.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Lindsay Lohan.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/10799.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/9242.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/18260.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/13546.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/emma corrin2.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi32.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/14950.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi30.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Emma Stone9.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nicole Kidman14.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/20371.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Claudia Camillo.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Damian Lewis 2.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi32.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nikole Kidman 3.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi6.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/emma corrin15.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/13607.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/24734.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Vittoria Puccini6.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/jessica chastain28.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/11800.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi11.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/22220.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/emma corrin7.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/3040.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/jessica chastain15.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/27729.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi6.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Damian Lewis 1.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/2479.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/28793.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/5040.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/5267.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/2768.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/20516.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/28895.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi28.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cynthia nixon4.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Miriam Leone7.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/7653.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/3652.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Miriam Leone12.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi25.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi26.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/20791.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/damian lewis7.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Vittoria Puccini1.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/29297.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/emma corrin3.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/13607.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/jessica chastain34.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi17.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi11.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/27729.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Emma Stone2.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/19484.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/19058.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/13460.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/27729.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nicole Kidman14.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Emma Stone10.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/26537.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/jessica chastain13.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi29.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Damian Lewis 3.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/16910.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/15617.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/22929.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Emma Stone1.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/13577.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi15.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nicole Kidman10.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cynthia nixon3.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/20516.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/emy adams- primavera warm.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/13577.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Damian Lewis 1.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Miriam Leone3.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Lindsay Lohan.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Emma Stone5.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/27729.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/14950.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nicole Kidman19.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/29297.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/emma corrin1.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/16239.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/6517.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/jeth green- primavera warm.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nicole Kidman4.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/emma corrin5.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/emma corrin12.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nicole Kidman19.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/20117.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cynthia nixon4.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Lindssey Lohan 1.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/16910.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/19058.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/6517.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/jessica chastain6.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Cynthia Nixon.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/19484.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/5040.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Cynthia Nixon.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Miriam Leone12.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Cynthia Nixon.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/emma corrin7.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/15617.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Cynthia Nixon.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/10786.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/emma corrin4.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/10409.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Miriam Leone1.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/jessica chastain25.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nicole Kidman19.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi21.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/emma corrin4.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/20371.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cynthia nixon4.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/damian lewis7.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/16910.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nicole Kidman4.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/claudia camillo2.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi23.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Miriam Leone 3.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Emma Stone6.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Vittoria Puccini1.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Claudia Camillo.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nicole Kidman.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nicole Kidman4.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/18312.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/3245.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/21553.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/28793.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/17376.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/15617.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/jeth green- primavera warm.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/13844.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi32.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/6093.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/13844.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/damian lewis2.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Emma Stone5.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/4477.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/jessica chastain28.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Cristiana Capotondi4.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/18371.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi28.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Emma Stone.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi32.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/3245.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/17464.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi7.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/10786.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/27171.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/27254.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/damian lewis8.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/16910.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Vittoria Puccini6.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/6517.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi28.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/6093.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Emma Stone9.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi25.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Lindssey Lohan 1.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Miriam Leone1.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi34.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/15257.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/16239.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/scarlet johansson-primavera WARM.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Cynthia Nixon.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nicole Kidman1.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/27171.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/3652.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/17464.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi28.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/jessica chastain33.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nicole Kidman17.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/3040.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Emma Stone9.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Nicole Kidman18.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/15257.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi8.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/19196.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/2479.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/emma corrin10.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/Emma Stone5.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/5267.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/22188.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/13568.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/cristiana capotondi10.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/6741.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/11761.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/8755.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/17993.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/27719.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/29297.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/7704.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/26043.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/19196.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/21553.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/13577.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/6093.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/11016.png,spring,warm_spring
data/raw/DeepArmocromia/train/spring/warm/7653.png,spring,warm_spring
